Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Prkd2	107.335309213905	0.314072476212603	0.373707422707474	0.840423435898539	0.400671013478763	0.5921471535215
Strn4	10369.4791353136	-0.0895219534105075	0.0878424171935706	-1.01911987705479	0.308146058651676	0.496659580250237
Fkrp	130.363873309271	0.0592330853700319	0.34056917732878	0.173923799665667	0.861925348252809	0.925771900191612
Slc1a5	107.921556429455	0.239026322513132	0.37647728170772	0.634902380905686	0.525492084155134	0.698539476028954
Ap2s1	3821.46948717791	-0.218887270623223	0.0957946160686985	-2.28496422456821	0.0223149255795187	0.0751448397527165
Gm5586	0.511282449397917	-0.377013806820734	4.88764904183	-0.0771360225732524	0.938515336486673	NA
Ceacam15	0.218739034482827	0.909113173321083	4.96621799345982	0.18305945782451	0.854751366144466	NA
Gm29443	0.437478068965654	1.47594179626192	4.93196899493305	0.299260153050081	0.764741555427722	NA
Gm17981	8.81656111293783	0.57744781939359	1.3035658386423	0.442975569224042	0.657783405853219	NA
Arhgap35	8611.46756355509	-0.168734426465276	0.0860556729581866	-1.96075889787372	0.0499071548244736	0.137065492860714
Npas1	13.9550800141429	-0.167920126392123	1.00712058516204	-0.166732890644973	0.867580224779361	NA
Tmem160	9.66632542086343	2.03854459702733	1.28529414706027	1.58605296825626	0.112727294491921	NA
Zc3h4	1590.69365309742	0.0899006323383193	0.122861735875346	0.73172197753686	0.464338279336276	0.648663259503406
Sae1	5457.62779855405	0.00463698631272669	0.0901896447337084	0.0514137329891668	0.95899584190351	0.979552011119939
Bbc3	57.4233618031722	1.34741218623948	0.527601821478199	2.55384293872297	0.0106541303184556	0.0422848525528219
Ccdc9	1277.93901169086	0.0496341039702726	0.129235027814425	0.384060767499851	0.70093340870995	0.825414890717309
C5ar1	2.83450712492897	-1.0566542576734	2.1788317955405	-0.48496366715232	0.627702118507441	NA
C5ar2	0.585086829830179	-2.2363560392966	4.93284174346931	-0.453360589209527	0.650289110403617	NA
Dhx34	3457.63522372173	0.0397681145669747	0.109932966414536	0.361748762577887	0.717539784049252	0.837398321270009
Meis3	35.9424126492889	-0.0284888030720026	0.640701123842852	-0.0444650430783234	0.964533715985745	NA
Slc8a2	4625.94293705443	-0.18243855629133	0.0929599656632817	-1.9625497383697	0.0496985158141014	0.136673269411949
Kptn	606.004655535786	0.32052279646973	0.174704943533888	1.83465212824706	0.0665572496127813	0.16943398412332
Napa	4252.58398590302	0.0971516304354078	0.0992061693309391	0.979290210383211	0.327436606137752	0.517110032989903
Zfp541	19937.6963403314	0.127849432492559	0.0813713812723263	1.57118424799358	0.116139857865352	0.254098553998951
Gm32059	1.95359914762307	0.16801848360748	2.61169495829949	0.0643331194072065	0.948704982592448	NA
Gm38948	1.97082084346114	1.07416603258055	2.84391223219621	0.377707167056637	0.705648143009092	NA
Bicra	38.3636881417299	0.830468660978024	0.63651970215826	1.30470220821467	0.191994269276122	NA
Ehd2	109.89650781291	0.447584874094844	0.370193920030636	1.20905517318546	0.226641649391073	0.403677663265913
Gm24576	39.5013678489978	0.0662766370700214	0.606859226787544	0.109212539159801	0.913033914989461	NA
Snord23	1.20572525078143	-0.043472535325639	3.71704419983903	-0.0116954582696438	0.990668587146553	NA
Nop53	4832.29792534069	0.248409546032047	0.104594579571455	2.37497532902595	0.017550123177738	0.0626269183734589
Selenow	4257.16124299516	0.1900608095193	0.109666951368855	1.73307279127372	0.0830827317187712	0.199451562547167
Ass-ps1	0.218739034482827	0.909113173321083	4.96621799345982	0.18305945782451	0.854751366144466	NA
Crxos	1.14952099646093	1.61635953693146	3.53382901060889	0.457396080025095	0.647386381401912	NA
Crx	0.768625612089472	-0.930068831735804	4.60290160097874	-0.202061419591946	0.83986870841964	NA
Mrip-ps	76.5987654296591	0.392927748720008	0.448024620922167	0.877022668779333	0.38047432547706	0.572266774964669
Obox7	0.930908105402673	1.32639610516452	3.85410804328758	0.344151251149954	0.730732541407102	NA
Obox3-ps7	42.3881134906486	0.616899570624763	0.589445030277608	1.0465769307347	0.29529474634523	NA
Nlrp5-ps	1301.78584434516	0.362195794337182	0.142796182210744	2.53645292703022	0.0111981796619739	0.0439775097251759
Obox4-ps2	2.04232954735314	2.26663766464925	2.82770846795848	0.801581100149866	0.422795313943697	NA
